title,url
black rats,https://en.wikipedia.org/wiki/Black_rats
Charans,https://en.wikipedia.org/wiki/Charans
Kijong-dong,https://en.wikipedia.org/wiki/Kijong-dong
where no one actually lives,https://en.wikipedia.org/wiki/Potemkin_village
North Korean propaganda,https://en.wikipedia.org/wiki/Propaganda_in_North_Korea
Korea Central Zoo,https://en.wikipedia.org/wiki/Korea_Central_Zoo
chimpanzee,https://en.wikipedia.org/wiki/Chimpanzee
parrot,https://en.wikipedia.org/wiki/Parrot
Kim Il-sung,https://en.wikipedia.org/wiki/Kim_Il-sung
dogs,https://en.wikipedia.org/wiki/Dog
Pyongyang,https://en.wikipedia.org/wiki/Pyongyang
Kowloon Walled City,https://en.wikipedia.org/wiki/Kowloon_Walled_City
Living root bridge,https://en.wikipedia.org/wiki/Living_root_bridge
aerial roots,https://en.wikipedia.org/wiki/Aerial_root
rubber fig trees,https://en.wikipedia.org/wiki/Ficus_elastica
tree shaping,https://en.wikipedia.org/wiki/Tree_shaping
Northeast Indian,https://en.wikipedia.org/wiki/Northeast_India
Meghalaya,https://en.wikipedia.org/wiki/Meghalaya
Love Land,https://en.wikipedia.org/wiki/Love_Land_(South_Korea)
Jeju,https://en.wikipedia.org/wiki/Jeju-do
Nahwa,https://en.wikipedia.org/wiki/Nahwa
Nakhchivan Autonomous Republic,https://en.wikipedia.org/wiki/Nakhchivan_Autonomous_Republic
exclave,https://en.wikipedia.org/wiki/Exclave
Azerbaijan,https://en.wikipedia.org/wiki/Azerbaijan
enclave,https://en.wikipedia.org/wiki/Enclave
Ōkunoshima,https://en.wikipedia.org/wiki/%C5%8Ckunoshima
Honshu,https://en.wikipedia.org/wiki/Honshu
Shikoku,https://en.wikipedia.org/wiki/Shikoku
Omsk Metro,https://en.wikipedia.org/wiki/Omsk_Metro
Peanut Hole,https://en.wikipedia.org/wiki/Peanut_Hole
Sea of Okhotsk,https://en.wikipedia.org/wiki/Sea_of_Okhotsk
Russia,https://en.wikipedia.org/wiki/Russia
EEZ,https://en.wikipedia.org/wiki/Exclusive_economic_zone
overfishing,https://en.wikipedia.org/wiki/Overfishing
Rednaxela Terrace,https://en.wikipedia.org/wiki/Rednaxela_Terrace
Robot Building,https://en.wikipedia.org/wiki/Robot_Building
Ryugyong Hotel,https://en.wikipedia.org/wiki/Ryugyong_Hotel
San Serriffe,https://en.wikipedia.org/wiki/San_Serriffe
Guardian,https://en.wikipedia.org/wiki/The_Guardian
Sansha,https://en.wikipedia.org/wiki/Sansha
Hainan,https://en.wikipedia.org/wiki/Hainan
atolls,https://en.wikipedia.org/wiki/Atoll
South China Sea,https://en.wikipedia.org/wiki/South_China_Sea
Seikan Tunnel Tappi Shakō Line,https://en.wikipedia.org/wiki/Seikan_Tunnel_Tappi_Shak%C5%8D_Line
Seikan Tunnel,https://en.wikipedia.org/wiki/Seikan_Tunnel
"Shingō, Aomori","https://en.wikipedia.org/wiki/Shing%C5%8D,_Aomori"
Jesus,https://en.wikipedia.org/wiki/Jesus
Soʻx District,https://en.wikipedia.org/wiki/So%CA%BBx_District
Uzbekistan,https://en.wikipedia.org/wiki/Uzbekistan
Kyrgyzstan,https://en.wikipedia.org/wiki/Kyrgyzstan
Tajik,https://en.wikipedia.org/wiki/Tajiks
Tashirojima,https://en.wikipedia.org/wiki/Tashirojima
Japan,https://en.wikipedia.org/wiki/Japan
Tomb of Suleyman Shah,https://en.wikipedia.org/wiki/Tomb_of_Suleyman_Shah
Turkey,https://en.wikipedia.org/wiki/Turkey
Syria,https://en.wikipedia.org/wiki/Syria
Tsu Station,https://en.wikipedia.org/wiki/Tsu_Station
kana,https://en.wikipedia.org/wiki/Kana
the capital of an almost as terse prefecture,"https://en.wikipedia.org/wiki/Tsu,_Mie"
Wonderland Amusement Park,https://en.wikipedia.org/wiki/Wonderland_Amusement_Park_(Beijing)
X-Seed 4000,https://en.wikipedia.org/wiki/X-Seed_4000
Yongning Pagoda,https://en.wikipedia.org/wiki/Yongning_Pagoda
pagoda,https://en.wikipedia.org/wiki/Pagoda
Zheltuga Republic,https://en.wikipedia.org/wiki/Zheltuga_Republic
Argleton,https://en.wikipedia.org/wiki/Argleton
Lancashire,https://en.wikipedia.org/wiki/Lancashire
England,https://en.wikipedia.org/wiki/England
Google Maps,https://en.wikipedia.org/wiki/Google_Maps
Baarle-Hertog,https://en.wikipedia.org/wiki/Baarle-Hertog
surround each other twice and many times over,https://en.wikipedia.org/wiki/Enclave_and_exclave
Baarle-Nassau,https://en.wikipedia.org/wiki/Baarle-Nassau
Barcelona Supercomputing Center,https://en.wikipedia.org/wiki/Barcelona_Supercomputing_Center
Barentsburg,https://en.wikipedia.org/wiki/Barentsburg
Barra Airport,https://en.wikipedia.org/wiki/Barra_Airport
Battersea Power Station station,https://en.wikipedia.org/wiki/Battersea_Power_Station_station
Beans and Bacon mine,https://en.wikipedia.org/wiki/Beans_and_Bacon_mine
Berlin Brandenburg Airport,https://en.wikipedia.org/wiki/Berlin_Brandenburg_Airport
Bielefeld conspiracy,https://en.wikipedia.org/wiki/Bielefeld_conspiracy
Westphalia,https://en.wikipedia.org/wiki/Westphalia
Germany,https://en.wikipedia.org/wiki/Germany
Brennender Berg,https://en.wikipedia.org/wiki/Brennender_Berg
The Broomway,https://en.wikipedia.org/wiki/The_Broomway
Brusio spiral viaduct,https://en.wikipedia.org/wiki/Brusio_spiral_viaduct
Büsingen am Hochrhein,https://en.wikipedia.org/wiki/B%C3%BCsingen_am_Hochrhein
fully contained,https://en.wikipedia.org/wiki/Exclave
Butt Hole Road,https://en.wikipedia.org/wiki/Butt_Hole_Road
Carpatho-Ukraine,https://en.wikipedia.org/wiki/Carpatho-Ukraine
Benin Republic in Nigeria,https://en.wikipedia.org/wiki/Republic_of_Benin_(1967)
Cerne Abbas Giant,https://en.wikipedia.org/wiki/Cerne_Abbas_Giant
Ferdinand Cheval,https://en.wikipedia.org/wiki/Ferdinand_Cheval
surreal,https://en.wikipedia.org/wiki/Surrealism
Colletto Fava,https://en.wikipedia.org/wiki/Colletto_Fava
bunny,https://en.wikipedia.org/wiki/Rabbit
"Ebenezer Place, Wick","https://en.wikipedia.org/wiki/Ebenezer_Place,_Wick"
Fallen Monument Park,https://en.wikipedia.org/wiki/Fallen_Monument_Park
Russian,https://en.wikipedia.org/wiki/Russia
Ferdinandea Island,https://en.wikipedia.org/wiki/Ferdinandea_Island
Flannan Isles Lighthouse,https://en.wikipedia.org/wiki/Flannan_Isles_Lighthouse
Forest swastika,https://en.wikipedia.org/wiki/Forest_swastika
swastika,https://en.wikipedia.org/wiki/Swastika
larch,https://en.wikipedia.org/wiki/Larch
Gammalsvenskby,https://en.wikipedia.org/wiki/Gammalsvenskby
an ancient Swedish dialect,https://en.wikipedia.org/wiki/Gammalsvenska
Gropecunt Lane,https://en.wikipedia.org/wiki/Gropecunt_Lane
Middle Ages,https://en.wikipedia.org/wiki/Middle_Ages
Icelandic Phallological Museum,https://en.wikipedia.org/wiki/Icelandic_Phallological_Museum
Iceland,https://en.wikipedia.org/wiki/Iceland
penis,https://en.wikipedia.org/wiki/Penis
JASON reactor,https://en.wikipedia.org/wiki/JASON_reactor
Leaning Tower of Suurhusen,https://en.wikipedia.org/wiki/Leaning_Tower_of_Suurhusen
Llandegley International Airport,https://en.wikipedia.org/wiki/Llandegley_International_Airport
Llanfairpwllgwyngyll,https://en.wikipedia.org/wiki/Llanfairpwllgwyngyll
Magic Roundabout,https://en.wikipedia.org/wiki/Magic_Roundabout_(Hemel_Hempstead)
roundabout,https://en.wikipedia.org/wiki/Roundabout
mini-roundabouts,https://en.wikipedia.org/wiki/Roundabout#Mini_roundabouts
Colchester,https://en.wikipedia.org/wiki/Magic_Roundabout_(Colchester)
Swindon,https://en.wikipedia.org/wiki/Magic_Roundabout_(Swindon)
High Wycombe,https://en.wikipedia.org/wiki/Magic_Roundabout_(High_Wycombe)
"this ""Magic Roundabout""",https://en.wikipedia.org/wiki/The_Magic_Roundabout
Märket,https://en.wikipedia.org/wiki/M%C3%A4rket
Sweden,https://en.wikipedia.org/wiki/Sweden
Finland,https://en.wikipedia.org/wiki/Finland
Metro-2,https://en.wikipedia.org/wiki/Metro-2
Monte Kaolino,https://en.wikipedia.org/wiki/Monte_Kaolino
ski resort,https://en.wikipedia.org/wiki/Ski_resort
Mount Athos,https://en.wikipedia.org/wiki/Mount_Athos
Municipalities of Liechtenstein,https://en.wikipedia.org/wiki/Municipalities_of_Liechtenstein
UAE's,https://en.wikipedia.org/wiki/Emirates_of_the_United_Arab_Emirates
Neutral Moresnet,https://en.wikipedia.org/wiki/Neutral_Moresnet
European,https://en.wikipedia.org/wiki/Europe
neutral territory,https://en.wikipedia.org/wiki/Neutral_country
Germany,https://en.wikipedia.org/wiki/Germany
Belgium,https://en.wikipedia.org/wiki/Belgium
Newhaven Marine railway station,https://en.wikipedia.org/wiki/Newhaven_Marine_railway_station
Other World Kingdom,https://en.wikipedia.org/wiki/Other_World_Kingdom
micronation,https://en.wikipedia.org/wiki/Micronation
BDSM,https://en.wikipedia.org/wiki/BDSM
matriarchy,https://en.wikipedia.org/wiki/Matriarchy
Papa Westray Airport,https://en.wikipedia.org/wiki/Papa_Westray_Airport
Paradiskullen,https://en.wikipedia.org/wiki/Paradiskullen
Pheasant Island,https://en.wikipedia.org/wiki/Pheasant_Island
France,https://en.wikipedia.org/wiki/France
Spain,https://en.wikipedia.org/wiki/Spain
Principality of Sealand,https://en.wikipedia.org/wiki/Principality_of_Sealand
micronation,https://en.wikipedia.org/wiki/Micronation
Suffolk,https://en.wikipedia.org/wiki/Suffolk
England,https://en.wikipedia.org/wiki/England
Reality Checkpoint,https://en.wikipedia.org/wiki/Reality_Checkpoint
Röstigraben,https://en.wikipedia.org/wiki/R%C3%B6stigraben
Saatse Boot,https://en.wikipedia.org/wiki/Saatse_Boot
Schwerbelastungskörper,https://en.wikipedia.org/wiki/Schwerbelastungsk%C3%B6rper
Nazi architecture,https://en.wikipedia.org/wiki/Nazi_architecture
Scottish Court in the Netherlands,https://en.wikipedia.org/wiki/Scottish_Court_in_the_Netherlands
Pan Am Flight 103,https://en.wikipedia.org/wiki/Pan_Am_Flight_103
Sedlec Ossuary,https://en.wikipedia.org/wiki/Sedlec_Ossuary
Sexi (Phoenician colony),https://en.wikipedia.org/wiki/Sexi_(Phoenician_colony)
"Shell Grotto, Margate","https://en.wikipedia.org/wiki/Shell_Grotto,_Margate"
Smallest House in Great Britain,https://en.wikipedia.org/wiki/Smallest_House_in_Great_Britain
Sovereign Military Order of Malta,https://en.wikipedia.org/wiki/Sovereign_Military_Order_of_Malta
Spreuerhofstraße,https://en.wikipedia.org/wiki/Spreuerhofstra%C3%9Fe
Svalbard Global Seed Vault,https://en.wikipedia.org/wiki/Svalbard_Global_Seed_Vault
famine,https://en.wikipedia.org/wiki/Famine
Svalbard,https://en.wikipedia.org/wiki/Svalbard
Uffington White Horse,https://en.wikipedia.org/wiki/Uffington_White_Horse
UFO-Memorial Ängelholm,https://en.wikipedia.org/wiki/UFO-Memorial_%C3%84ngelholm
Unst Bus Shelter,https://en.wikipedia.org/wiki/Unst_Bus_Shelter
Unst,https://en.wikipedia.org/wiki/Unst
Shetland,https://en.wikipedia.org/wiki/Shetland
Vennbahn,https://en.wikipedia.org/wiki/Vennbahn
Veyshnoria,https://en.wikipedia.org/wiki/Veyshnoria
Belarus,https://en.wikipedia.org/wiki/Belarus
Union State,https://en.wikipedia.org/wiki/Union_State
most Catholic,https://en.wikipedia.org/wiki/Catholic_Church_in_Belarus
most anti-Lukashenko,https://en.wikipedia.org/wiki/1994_Belarusian_presidential_election
Weißwurstäquator,https://en.wikipedia.org/wiki/Wei%C3%9Fwurst%C3%A4quator
White's,https://en.wikipedia.org/wiki/White%27s
King Charles III,https://en.wikipedia.org/wiki/King_Charles_III
Prince William,https://en.wikipedia.org/wiki/Prince_William
David Cameron,https://en.wikipedia.org/wiki/David_Cameron
illuminati,https://en.wikipedia.org/wiki/Illuminati
Whip-Ma-Whop-Ma-Gate,https://en.wikipedia.org/wiki/Whip-Ma-Whop-Ma-Gate
York,https://en.wikipedia.org/wiki/York
Wooden Spoons Museum,https://en.wikipedia.org/wiki/Wooden_Spoons_Museum
Željava Air Base,https://en.wikipedia.org/wiki/%C5%BDeljava_Air_Base
Croatia,https://en.wikipedia.org/wiki/Croatia
Bosnia,https://en.wikipedia.org/wiki/Bosnia_and_Herzegovina
11 foot 8+8 Bridge,https://en.wikipedia.org/wiki/Norfolk_Southern%E2%80%93Gregson_Street_Overpass
33 Thomas Street,https://en.wikipedia.org/wiki/33_Thomas_Street
A Mountain,https://en.wikipedia.org/wiki/Sentinel_Peak_(Arizona)
"Tucson, Arizona","https://en.wikipedia.org/wiki/Tucson,_Arizona"
"Agloe, New York","https://en.wikipedia.org/wiki/Agloe,_New_York"
New York,https://en.wikipedia.org/wiki/New_York_(state)
phantom settlement,https://en.wikipedia.org/wiki/Phantom_settlement
copyright trap,https://en.wikipedia.org/wiki/Copyright_trap
Alcohol and Drug Abuse Lake,https://en.wikipedia.org/wiki/Alcohol_and_Drug_Abuse_Lake
Aroma of Tacoma,https://en.wikipedia.org/wiki/Aroma_of_Tacoma
What an incredible smell you've discovered,https://en.wikipedia.org/wiki/Star_Wars_(film)
Aquarius Reef Base,https://en.wikipedia.org/wiki/Aquarius_Reef_Base
Badlands Guardian,https://en.wikipedia.org/wiki/Badlands_Guardian
Native American,https://en.wikipedia.org/wiki/First_Nations
Beatosu and Goblu,https://en.wikipedia.org/wiki/Beatosu_and_Goblu
Michigan,https://en.wikipedia.org/wiki/Michigan
University of Michigan,https://en.wikipedia.org/wiki/University_of_Michigan
Ohio State University,https://en.wikipedia.org/wiki/Ohio_State_University
Bubbly Creek,https://en.wikipedia.org/wiki/Bubbly_Creek
Chicago River,https://en.wikipedia.org/wiki/Chicago_River
Stock Yards,https://en.wikipedia.org/wiki/Union_Stock_Yards
"Bullfrog County, Nevada","https://en.wikipedia.org/wiki/Bullfrog_County,_Nevada"
Canusa Street,https://en.wikipedia.org/wiki/Canusa_Street
Canada,https://en.wikipedia.org/wiki/Canada
USA,https://en.wikipedia.org/wiki/United_States
Capitol Hill's mystery soda machine,https://en.wikipedia.org/wiki/Capitol_Hill%27s_mystery_soda_machine
Cat Girl Manor,https://en.wikipedia.org/wiki/Cat_Girl_Manor
Playboy Mansion,https://en.wikipedia.org/wiki/Playboy_Mansion
kitten play,https://en.wikipedia.org/wiki/Animal_roleplay
"Centralia, Pennsylvania","https://en.wikipedia.org/wiki/Centralia,_Pennsylvania"
Clinton Road (New Jersey),https://en.wikipedia.org/wiki/Clinton_Road_(New_Jersey)
"Colma, California","https://en.wikipedia.org/wiki/Colma,_California"
Corporation Trust Center (CT Corporation),https://en.wikipedia.org/wiki/Corporation_Trust_Center_(CT_Corporation)
"Crush, Texas",https://en.wikipedia.org/wiki/Crash_at_Crush
Dixie Square Mall,https://en.wikipedia.org/wiki/Dixie_Square_Mall
shopping mall,https://en.wikipedia.org/wiki/Shopping_mall
The Blues Brothers,https://en.wikipedia.org/wiki/The_Blues_Brothers_(film)
urban explorers,https://en.wikipedia.org/wiki/Urban_explorer
"Dorset, Minnesota","https://en.wikipedia.org/wiki/Dorset,_Minnesota"
Dude Chilling Park,https://en.wikipedia.org/wiki/Dude_Chilling_Park
Vancouver,https://en.wikipedia.org/wiki/Vancouver
Ernst Thälmann Island,https://en.wikipedia.org/wiki/Ernst_Th%C3%A4lmann_Island
Cuba,https://en.wikipedia.org/wiki/Cuba
Fenelon Place Elevator,https://en.wikipedia.org/wiki/Fenelon_Place_Elevator
Florence Y'all Water Tower,https://en.wikipedia.org/wiki/Florence_Y%27all_Water_Tower
Northern,https://en.wikipedia.org/wiki/Northern_Kentucky
Kentucky,https://en.wikipedia.org/wiki/Kentucky
Virginia,https://en.wikipedia.org/wiki/Virginia
Walton's Mountain,https://en.wikipedia.org/wiki/Walton%27s_Mountain
"Gann Valley, South Dakota","https://en.wikipedia.org/wiki/Gann_Valley,_South_Dakota"
"Buffalo County, South Dakota","https://en.wikipedia.org/wiki/Buffalo_County,_South_Dakota"
Fort Thompson,"https://en.wikipedia.org/wiki/Fort_Thompson,_South_Dakota"
Greater Green River Intergalactic Spaceport,https://en.wikipedia.org/wiki/Greater_Green_River_Intergalactic_Spaceport
Gum Wall,https://en.wikipedia.org/wiki/Gum_Wall
Paris,https://en.wikipedia.org/wiki/November_2015_Paris_attacks
Hans Island,https://en.wikipedia.org/wiki/Hans_Island
Kingdom of Denmark,https://en.wikipedia.org/wiki/Kingdom_of_Denmark
Hawaii 2,https://en.wikipedia.org/wiki/Hawaii_2
Maine,https://en.wikipedia.org/wiki/Maine
Cards Against Humanity,https://en.wikipedia.org/wiki/Cards_Against_Humanity
Hess Triangle,https://en.wikipedia.org/wiki/Hess_Triangle
Horace Burgess's Treehouse,https://en.wikipedia.org/wiki/Horace_Burgess%27s_Treehouse
tree house,https://en.wikipedia.org/wiki/Tree_house
God,https://en.wikipedia.org/wiki/God
Interstate 180 (Wyoming),https://en.wikipedia.org/wiki/Interstate_180_(Wyoming)
Interstate Highway,https://en.wikipedia.org/wiki/Interstate_Highway_System
Interstate 19,https://en.wikipedia.org/wiki/Interstate_19
metrication,https://en.wikipedia.org/wiki/Metrication_in_the_United_States
Island of California,https://en.wikipedia.org/wiki/Island_of_California
U.S. state,https://en.wikipedia.org/wiki/U.S._state
Island of the Dolls,https://en.wikipedia.org/wiki/The_Island_of_the_Dolls
Mexico City,https://en.wikipedia.org/wiki/Mexico_City
Jackass Flats,https://en.wikipedia.org/wiki/Jackass_Flats
nuclear-powered rocket engines,https://en.wikipedia.org/wiki/Project_Rover
Jerimoth Hill,https://en.wikipedia.org/wiki/Jerimoth_Hill
Rhode Island,https://en.wikipedia.org/wiki/Rhode_Island
Just Room Enough Island,https://en.wikipedia.org/wiki/Just_Room_Enough_Island
Landsat Island,https://en.wikipedia.org/wiki/Landsat_Island
Interstate Highway System,https://en.wikipedia.org/wiki/Interstate_Highway_System
the standards,https://en.wikipedia.org/wiki/Interstate_Highway_standards
London Bridge,https://en.wikipedia.org/wiki/London_Bridge_(Lake_Havasu_City)
M-185 (Michigan highway),https://en.wikipedia.org/wiki/M-185_(Michigan_highway)
Mary Ellis grave,https://en.wikipedia.org/wiki/Mary_Ellis_grave
Michigan left,https://en.wikipedia.org/wiki/Michigan_left
Mickey pylon,https://en.wikipedia.org/wiki/Mickey_pylon
Mill Ends Park,https://en.wikipedia.org/wiki/Mill_Ends_Park
"Portland, Oregon","https://en.wikipedia.org/wiki/Portland,_Oregon"
Mojave phone booth,https://en.wikipedia.org/wiki/Mojave_phone_booth
Mollie's Nipple,https://en.wikipedia.org/wiki/Mollie%27s_Nipple
Monowi,"https://en.wikipedia.org/wiki/Monowi,_Nebraska"
Murder Kroger,https://en.wikipedia.org/wiki/Murder_Kroger
National Raisin Reserve,https://en.wikipedia.org/wiki/National_Raisin_Reserve
Nettilling Lake,https://en.wikipedia.org/wiki/Nettilling_Lake
Baffin Island,https://en.wikipedia.org/wiki/Baffin_Island
"the largest lake on an island and also contains the largest lake on an island on a lake on an island, which in turn contains the world's largest island in a lake on an island in a lake on an island",https://en.wikipedia.org/wiki/Lake_island#Islands_within_lakes_recursively
Nitt Witt Ridge,https://en.wikipedia.org/wiki/Nitt_Witt_Ridge
California,https://en.wikipedia.org/wiki/California
"Plymouth, Montserrat","https://en.wikipedia.org/wiki/Plymouth,_Montserrat"
Pig Beach,https://en.wikipedia.org/wiki/Pig_Beach
"Point Roberts, Washington","https://en.wikipedia.org/wiki/Point_Roberts,_Washington"
Polar Bear Holding Facility,https://en.wikipedia.org/wiki/Polar_bear_jail
polar bears,https://en.wikipedia.org/wiki/Polar_bear
"Prada Marfa, Texas",https://en.wikipedia.org/wiki/Prada_Marfa
Pyramid mausoleums in North America,https://en.wikipedia.org/wiki/List_of_pyramid_mausoleums_in_North_America
George Hunt,https://en.wikipedia.org/wiki/George_W._P._Hunt
"Rabbit Hash, Kentucky","https://en.wikipedia.org/wiki/Rabbit_Hash,_Kentucky"
Raising of Chicago,https://en.wikipedia.org/wiki/Raising_of_Chicago
Republic of Indian Stream,https://en.wikipedia.org/wiki/Republic_of_Indian_Stream
New Hampshire,https://en.wikipedia.org/wiki/New_Hampshire
Republic of Molossia,https://en.wikipedia.org/wiki/Republic_of_Molossia
Nevada,https://en.wikipedia.org/wiki/Nevada
a man's home is his castle,https://en.wikipedia.org/wiki/Castle_Doctrine_in_the_United_States
"Río Rico, Tamaulipas","https://en.wikipedia.org/wiki/R%C3%ADo_Rico,_Tamaulipas"
Rio Grande,https://en.wikipedia.org/wiki/Rio_Grande
Rock N Roll McDonald's,https://en.wikipedia.org/wiki/Rock_N_Roll_McDonald%27s
McDonald's,https://en.wikipedia.org/wiki/McDonald%27s
Wesley Willis,https://en.wikipedia.org/wiki/Wesley_Willis
"Rough and Ready, California","https://en.wikipedia.org/wiki/Rough_and_Ready,_California"
"Santa Claus, Arizona","https://en.wikipedia.org/wiki/Santa_Claus,_Arizona"
Mohave County,https://en.wikipedia.org/wiki/Mohave_County
Sam Kee Building,https://en.wikipedia.org/wiki/Sam_Kee_Building
"S.N.P.J., Pennsylvania","https://en.wikipedia.org/wiki/S.N.P.J.,_Pennsylvania"
Slovenian,https://en.wikipedia.org/wiki/Slovenia
liquor laws,https://en.wikipedia.org/wiki/Alcohol_laws_of_Pennsylvania
Spiral Island,https://en.wikipedia.org/wiki/Spiral_Island
State of Scott,https://en.wikipedia.org/wiki/State_of_Scott
Tennessee,https://en.wikipedia.org/wiki/Tennessee
Confederacy,https://en.wikipedia.org/wiki/Confederate_States_of_America
Texas State Highway 165,https://en.wikipedia.org/wiki/Texas_State_Highway_165
a cemetery,https://en.wikipedia.org/wiki/Texas_State_Cemetery
Track 61 (New York City),https://en.wikipedia.org/wiki/Track_61_(New_York_City)
Waldorf Astoria New York,https://en.wikipedia.org/wiki/Waldorf_Astoria_New_York
U Thant Island,https://en.wikipedia.org/wiki/U_Thant_Island
East River,https://en.wikipedia.org/wiki/East_River
"Truth or Consequences, New Mexico","https://en.wikipedia.org/wiki/Truth_or_Consequences,_New_Mexico"
Truth or Consequences,https://en.wikipedia.org/wiki/Truth_or_Consequences
War of the Roses,https://en.wikipedia.org/wiki/War_of_the_Roses_(Pennsylvania)
Lancaster,"https://en.wikipedia.org/wiki/Lancaster,_Pennsylvania"
York,"https://en.wikipedia.org/wiki/York,_Pennsylvania"
Wars of the Roses,https://en.wikipedia.org/wiki/Wars_of_the_Roses
Lancaster,https://en.wikipedia.org/wiki/House_of_Lancaster
York,https://en.wikipedia.org/wiki/House_of_York
Wedge,https://en.wikipedia.org/wiki/Wedge_(border)
Delaware,https://en.wikipedia.org/wiki/Delaware
"Whittier, Alaska","https://en.wikipedia.org/wiki/Whittier,_Alaska"
Begich Towers,https://en.wikipedia.org/wiki/Begich_Towers
Winchester Mystery House,https://en.wikipedia.org/wiki/Winchester_Mystery_House
Winchester rifles,https://en.wikipedia.org/wiki/Winchester_rifle
World's littlest skyscraper,https://en.wikipedia.org/wiki/World%27s_littlest_skyscraper
fraudulent,https://en.wikipedia.org/wiki/Fraud
Wichita Falls,"https://en.wikipedia.org/wiki/Wichita_Falls,_Texas"
Texas,https://en.wikipedia.org/wiki/Texas
"Zilwaukee, Michigan","https://en.wikipedia.org/wiki/Zilwaukee,_Michigan"
Milwaukee,https://en.wikipedia.org/wiki/Milwaukee
